areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02
Rockaway All,Queens,neighborhood,417900.000,415800.000,349900.000,349000.000,344500.000,344500.000,,,,,,,,,,,,374000.000,,,,,,,,,,,,,,,349000.000,349000.000,,,,,,,,,599999.000,735000.000,735000.000,735000.000,735000.000,,,,300000.000,339000.000,389000.000,389500.000,389000.000,364000.000,339000.000,429000.000,487000.000,474000.000,474500.000,474000.000,474000.000,461500.000,494500.000,545000.000,540000.000,544500.000,540000.000,519500.000,549500.000,550000.000,599000.000,549500.000,599999.000,749000.000,724000.000,699000.000,699000.000,694000.000,694000.000,625000.000,694000.000,599999.000,599999.000,599500.000,599000.000,689000.000,669500.000,620000.000,549000.000,537000.000,569000.000,499000.000,499000.000,489000.000,499000.000,552500.000,549000.000,584500.000,599999.000,637000.000,675000.000,662500.000,650000.000,645000.000,647500.000,690000.000,684999.000,684999.000,744000.000,739000.000,749000.000,779000.000,768000.000,749999.000,699000.000,699000.000,679000.000,679500.000,629000.000,629000.000,700000.000,782000.000,854000.000,874000.000,889000.000,912000.000,899000.000,823500.000,798000.000,714000.000,685000.000,694000.000,724000.000,739000.000,849999.000,912500.000,949900.000,897000.000,887000.000,895000.000,895000.000,902000.000,900000.000,925000.000,925000.000,950000.000,1049000.000,949000.000,875000.000,924000.000,999000.000,862000.000,799999.000,799000.000,799999.000,825000.000,824444.000,848888.000,799000.000,849000.000,820000.000,849000.000,833500.000,784000.000,849000.000,875000.000,848000.000,845000.000
Roosevelt Island,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosedale,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459000.000,467000.000,639000.000,639000.000,639000.000,475000.000,475000.000,,,,,520000.000,520000.000,502000.000,485000.000,485000.000,475000.000,444500.000,449500.000,459000.000,477000.000,474000.000,505000.000,497000.000,562000.000,474990.000,499990.000,519000.000,472000.000,484000.000,,,,,549450.000,564950.000,635000.000,637000.000,624000.000,649000.000,635000.000,583500.000,583500.000,635000.000,599999.000,669000.000,710000.000,729000.000,749000.000,809000.000,659999.000,659999.000,659990.000,619000.000,727000.000,717500.000,749000.000,769000.000,749000.000,709999.000,719500.000,629000.000,749500.000,754500.000,699999.000,699000.000,699500.000,699000.000,699500.000,714950.000,699500.000,699000.000,685000.000,,,,,,,,,,,,,760000.000,,,,795000.000,797000.000,,,,,,,,,,,,,,,
Schuylerville,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499000.000,574000.000,,,,,,,,,,,,,,,,,,,,,,,784499.000,,,,,,,,,,,,,,,,,,,,,,,,779000.000,739000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000.000,699999.000,749500.000,,699999.000,734500.000,,,,1062000.000,1062000.000,,837000.000,787500.000,887000.000,,800000.000,887000.000,792000.000,725000.000,725000.000,699999.000,,,918000.000,895000.000,987500.000,899000.000,977000.000,899000.000,918000.000,1188000.000,903000.000,1199000.000,1389000.000,1389000.000,958500.000,1188000.000,999000.000,999000.000,999000.000,999000.000,999000.000,1237500.000,1200000.000,1175000.000,999000.000,999000.000,972000.000,988000.000,999000.000,988444.000,978944.000,988888.000,966944.000,945000.000,945000.000,884500.000,869000.000,939000.000,994500.000,939000.000,939000.000,945000.000,949000.000,884000.000,899000.000,884000.000,884000.000,884000.000,884000.000,849999.000,850000.000,899000.000,874500.000,949000.000,1100000.000,1100000.000,1175000.000,,,,,,964000.000,1082000.000,1199000.000,,,1099000.000,1039000.000,969000.000,1023500.000,899000.000,1099500.000,1099000.000,1099500.000,1149500.000,1098500.000,1074000.000,875000.000,867000.000,846000.000,852500.000,857000.000,855000.000,855000.000,809444.000,855000.000,877000.000,837000.000,837000.000,899000.000,937000.000,999000.000,1074500.000,1049000.000,1125000.000,1100000.000,1285000.000
Sheepshead Bay,Brooklyn,neighborhood,789000.000,759000.000,694000.000,639000.000,649000.000,649000.000,650000.000,654000.000,649000.000,649000.000,649000.000,649000.000,654000.000,675000.000,675000.000,662000.000,649000.000,624000.000,625000.000,649000.000,649000.000,644000.000,649000.000,625000.000,639000.000,634000.000,611500.000,611500.000,619000.000,649000.000,639000.000,649000.000,649000.000,694000.000,664900.000,681950.000,679000.000,642000.000,620000.000,625000.000,659000.000,639000.000,674500.000,694000.000,724000.000,724000.000,689000.000,748944.000,689000.000,699000.000,659999.000,662500.000,649000.000,665000.000,719000.000,699000.000,699000.000,739000.000,650000.000,789000.000,772000.000,780000.000,799000.000,799000.000,814000.000,839000.000,829000.000,769000.000,769000.000,739000.000,749000.000,810000.000,814000.000,810000.000,849000.000,812000.000,860000.000,875000.000,860000.000,864500.000,869000.000,899000.000,949000.000,949500.000,949000.000,954500.000,959000.000,949000.000,938000.000,925000.000,928500.000,925000.000,948000.000,948000.000,988000.000,999444.000,1100000.000,1125000.000,1160000.000,1160000.000,1149500.000,1024999.000,1080000.000,999999.000,999000.000,999500.000,998500.000,1100000.000,988000.000,988000.000,968000.000,999000.000,999000.000,993500.000,999450.000,989000.000,979999.000,954500.000,949000.000,954500.000,977500.000,975000.000,968000.000,980000.000,949000.000,950000.000,959000.000,980000.000,959500.000,989000.000,979000.000,999999.000,980000.000,998500.000,1044500.000,998000.000,993500.000,998000.000,1039900.000,998000.000,1087000.000,1093500.000,1049000.000,1137000.000,1137000.000,1075000.000,1081500.000,1092500.000,1088000.000,1084000.000,1125000.000,1120000.000,1175000.000,1212000.000,1188000.000,1207500.000,1188000.000,1150000.000,1150000.000,1093500.000,1050000.000,1150000.000,1089000.000,1050000.000,1139000.000,1172500.000,1150000.000,1200000.000,1199000.000,1175000.000
Soho,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soundview,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485000.000,464999.000,465000.000,,,557000.000,559000.000,549000.000,575000.000,549000.000,560000.000,469000.000,500000.000,525000.000,560000.000,511500.000,529000.000,527000.000,529000.000,575000.000,599500.000,599000.000,599999.000,645000.000,665000.000,645000.000,677500.000,649000.000,632000.000,625000.000,649500.000,639000.000,644250.000,639500.000,669250.000,689000.000,712000.000,694000.000,664900.000,772000.000,749000.000,709000.000,692000.000,675000.000,675000.000,675000.000,656950.000,662000.000,749500.000,750000.000,749000.000,775000.000,762000.000,764500.000,789000.000,799000.000,799000.000,819000.000,750000.000,749000.000,704500.000,714000.000,679000.000,714000.000,,,,,,,679000.000,675000.000,694500.000,,,699000.000,719000.000,794500.000,,,799000.000,,859000.000,879444.000,834999.000,,,,,,,
South Brooklyn,Brooklyn,submarket,750000.000,722000.000,699000.000,695000.000,639000.000,619000.000,618000.000,610000.000,618000.000,615000.000,649000.000,649000.000,645000.000,619500.000,629000.000,625000.000,629000.000,625000.000,621500.000,610000.000,605000.000,599000.000,624000.000,609000.000,599000.000,598000.000,599000.000,599000.000,599000.000,604500.000,599000.000,629000.000,599000.000,609000.000,644000.000,639000.000,649000.000,649500.000,625000.000,649000.000,658500.000,650000.000,650000.000,668000.000,689500.000,699000.000,739000.000,739000.000,739000.000,749000.000,739000.000,749000.000,739000.000,729000.000,749000.000,729000.000,769000.000,769000.000,759000.000,739000.000,739000.000,749000.000,764000.000,749000.000,750000.000,769000.000,769000.000,750000.000,788000.000,798500.000,799000.000,825000.000,810000.000,822000.000,849000.000,890000.000,909000.000,922500.000,949000.000,959000.000,969000.000,968500.000,979000.000,995000.000,950000.000,989000.000,999000.000,999495.000,999000.000,999000.000,999000.000,995000.000,1050000.000,1070000.000,1099000.000,1099000.000,1089500.000,1098000.000,1100000.000,1100000.000,1100000.000,1120000.000,1149000.000,1080000.000,1099000.000,1099000.000,1100000.000,1137500.000,1099800.000,1100000.000,1100000.000,1125000.000,1149000.000,1150000.000,1149000.000,1100000.000,1095000.000,1080000.000,1099000.000,1097500.000,1099000.000,1099000.000,1100000.000,1096500.000,1089000.000,1095000.000,1050000.000,1050000.000,1095000.000,1098000.000,1098000.000,1099000.000,1099000.000,1100000.000,1150000.000,1166500.000,1171944.000,1195000.000,1196500.000,1198000.000,1196500.000,1195000.000,1200000.000,1200000.000,1249000.000,1249000.000,1249444.000,1248000.000,1228000.000,1199000.000,1199000.000,1199000.000,1200000.000,1249000.000,1200000.000,1200000.000,1195000.000,1188000.000,1195000.000,1196500.000,1200000.000,1220000.000,1284000.000,1280000.000,1298000.000,1299995.000,1299000.000,1299000.000,1299000.000,1325000.000
South Jamaica,Queens,neighborhood,,,,,,,334900.000,,,,,,,,,,,,287500.000,,275000.000,277000.000,279000.000,279999.000,292000.000,297000.000,297000.000,310000.000,,297000.000,,,,,,,,,,,,,,,,,,,,,,,,,349444.000,349444.000,,,,,386088.000,389000.000,397500.000,395000.000,,,,395000.000,,459500.000,429000.000,489999.000,504500.000,429000.000,439000.000,429000.000,457000.000,457000.000,432000.000,,399000.000,389000.000,423800.000,450000.000,465000.000,465000.000,441400.000,539500.000,557500.000,480000.000,474500.000,464000.000,508500.000,519000.000,525000.000,529000.000,553500.000,567499.000,554000.000,549000.000,579999.000,549000.000,549000.000,559000.000,567499.000,567499.000,549000.000,558000.000,559000.000,577499.000,599000.000,599000.000,599000.000,584000.000,599000.000,599000.000,599000.000,599000.000,579000.000,579000.000,599000.000,614500.000,629500.000,672500.000,659999.000,672500.000,644500.000,602000.000,639999.000,685000.000,659000.000,659000.000,685000.000,685000.000,659000.000,639999.000,667000.000,649000.000,644500.000,639999.000,640000.000,669000.000,669000.000,789000.000,789000.000,770000.000,784500.000,879999.000,879999.000,799000.000,899000.000,929999.000,799000.000,879999.000,777000.000,777000.000,879999.000,777000.000,904999.000,929999.000,929999.000,929999.000,934999.000,934999.000,929999.000,879999.000,799000.000,799000.000,799000.000,799000.000
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.000,477300.000,477300.000,477300.000,464000.000,464000.000,459000.000,475000.000,472000.000,459000.000,,,549999.000,599000.000,549000.000,549000.000,549000.000,599500.000,579500.000,604000.000,629000.000,674950.000,789000.000,729000.000,681950.000,657450.000,609000.000,614500.000,584000.000,634500.000,609000.000,594000.000,575000.000,575000.000,574000.000,599000.000,602000.000,635000.000,629999.000,625000.000,625000.000,629999.000,629999.000,626999.000,624999.000,615000.000,615000.000,615000.000,615000.000,629999.000,627499.000,589999.000,607499.000,699000.000,652500.000,612000.000,650000.000,624999.000,637500.000,725000.000,725000.000,720000.000,674500.000,682500.000,712000.000,,,,,,725000.000,687000.000,699000.000,649000.000,699000.000,769000.000,779500.000,794500.000,745000.000,747000.000,745000.000,747000.000,767500.000,790000.000,790000.000,765000.000,790000.000,790000.000,765000.000,790000.000,794500.000,794500.000,799000.000,799000.000,790000.000
South Queens,Queens,submarket,424900.000,429900.000,432450.000,445000.000,445000.000,419000.000,370000.000,364500.000,379900.000,379900.000,365000.000,365000.000,360500.000,365000.000,359000.000,378500.000,368000.000,376500.000,369000.000,364500.000,359500.000,357000.000,359000.000,355000.000,350000.000,349000.000,350000.000,369000.000,369000.000,369000.000,369000.000,369000.000,389000.000,387000.000,387000.000,389000.000,389000.000,375999.000,389000.000,394000.000,390000.000,389500.000,394500.000,390000.000,410000.000,439000.000,439000.000,449000.000,449000.000,430000.000,449000.000,438000.000,449000.000,449000.000,472000.000,464500.000,469000.000,475000.000,489000.000,475000.000,459500.000,449999.000,449999.000,460000.000,462500.000,459500.000,475000.000,475000.000,489000.000,499950.000,499000.000,499000.000,499000.000,499000.000,499000.000,499000.000,499000.000,499000.000,499000.000,499000.000,492500.000,489500.000,499000.000,499000.000,499000.000,519000.000,555000.000,599000.000,599000.000,575000.000,575000.000,575000.000,599000.000,599000.000,599000.000,599000.000,599999.000,599999.000,599999.000,600000.000,628500.000,629000.000,629000.000,630000.000,639000.000,639000.000,639999.000,639999.000,638000.000,639999.000,649000.000,659000.000,659995.000,669250.000,669000.000,659000.000,659000.000,659000.000,675000.000,669000.000,669000.000,659999.000,659995.000,650000.000,650000.000,650000.000,677000.000,689000.000,679999.000,699000.000,699000.000,699000.000,715000.000,715000.000,717000.000,735000.000,739000.000,739000.000,749000.000,759500.000,777000.000,749000.000,749000.000,798000.000,789000.000,784500.000,777000.000,789000.000,789000.000,789000.000,779000.000,785000.000,777000.000,776000.000,788500.000,765000.000,769000.000,769000.000,799000.000,868000.000,843944.000,849500.000,843500.000,834000.000,842000.000,845000.000,849000.000,862000.000,879999.000,894500.000
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477500.000,477500.000,477500.000,,,,,,,499000.000,499000.000,494000.000,475000.000,475000.000,,,482000.000,,519000.000,,537000.000,599999.000,595000.000,595000.000,557500.000,,,,,599000.000,587000.000,599000.000,630000.000,630000.000,665000.000,668000.000,676000.000,659000.000,659000.000,668000.000,668000.000,659000.000,639000.000,649000.000,629000.000,628950.000,629000.000,675000.000,639000.000,629000.000,639000.000,575000.000,639000.000,639000.000,639000.000,639000.000,667000.000,639000.000,639000.000,652000.000,639000.000,639000.000,639000.000,,,,,,,,,700000.000,724500.000,700000.000,,,,,,,,788000.000,793500.000,,799000.000,829000.000,799000.000,849500.000,849500.000,900000.000,808500.000,749000.000,824500.000,,710000.000,699000.000,,825000.000,825000.000,849000.000,784000.000,
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000.000,369000.000,342000.000,337000.000,,,,,,,,,,,,,,,,,,,,463500.000,,,489444.000,489000.000,469500.000,464500.000,464500.000,449999.000,449999.000,477000.000,455000.000,,,,459500.000,469000.000,525000.000,479000.000,502000.000,479000.000,519990.000,535000.000,552500.000,574500.000,544500.000,539000.000,599000.000,497000.000,472450.000,499000.000,499495.000,499990.000,499000.000,494500.000,504500.000,560000.000,579999.000,619000.000,554999.000,559999.000,599500.000,599000.000,599000.000,599999.000,604999.000,632000.000,644000.000,649000.000,639000.000,639000.000,639999.000,639999.000,624500.000,639999.000,629000.000,634000.000,639000.000,665500.000,684000.000,709500.000,720000.000,735000.000,720000.000,747000.000,759000.000,729000.000,650000.000,649000.000,749000.000,714450.000,729000.000,687450.000,729000.000,699000.000,754000.000,799000.000,799000.000,889999.000,814000.000,762500.000,679500.000,729000.000,729000.000,767000.000,775000.000,767000.000,825000.000,825000.000,819999.000,889999.000,899000.000,919999.000,909999.000,909999.000,949999.000,949999.000,964995.000,985000.000,989999.000,1025000.000,1050000.000,989999.000,984995.000,979990.000,1050000.000,1099999.000,1099999.000,1099999.000,1075000.000,1050000.000,1020000.000,1099999.000,1099999.000
St. Albans,Queens,neighborhood,,302000.000,302000.000,335000.000,,320000.000,302000.000,317000.000,,317000.000,,,,,,,,,329000.000,347000.000,347000.000,339000.000,339000.000,339000.000,339000.000,354000.000,,,369500.000,,,,,,,,,,,,,362000.000,344500.000,349000.000,362000.000,340000.000,344500.000,,,,,,,,,379000.000,382000.000,382000.000,385000.000,392500.000,392500.000,392500.000,400000.000,439000.000,439000.000,439000.000,449000.000,449000.000,472500.000,499000.000,499000.000,452500.000,487000.000,499000.000,499000.000,487000.000,450000.000,474000.000,445000.000,439000.000,452500.000,469000.000,469000.000,485000.000,474999.000,469000.000,469999.000,485000.000,499000.000,490000.000,489500.000,487000.000,490000.000,522500.000,520000.000,565000.000,579000.000,579000.000,579999.000,579999.000,579999.000,599000.000,599500.000,585000.000,599000.000,599000.000,625000.000,604999.000,629000.000,625000.000,628998.000,625000.000,609999.000,609999.000,619500.000,625000.000,617250.000,634000.000,632000.000,649000.000,629500.000,625000.000,622500.000,607999.000,599999.000,599999.000,599000.000,599999.000,625000.000,620000.000,664000.000,657000.000,669000.000,649500.000,649000.000,669500.000,670000.000,684500.000,679000.000,684500.000,709000.000,779000.000,799000.000,824000.000,789250.000,799000.000,749000.000,784000.000,719000.000,699500.000,698500.000,699000.000,685000.000,685000.000,685000.000,682500.000,680000.000,680000.000,685000.000,759000.000,729000.000,752000.000,714000.000,694500.000,699000.000,699000.000,699000.000,699000.000,745000.000,737000.000
Staten Island,Staten Island,borough,639000.000,505450.000,449900.000,436950.000,449000.000,424900.000,439000.000,464500.000,387450.000,385000.000,352450.000,309000.000,319000.000,319000.000,385000.000,339000.000,319450.000,349900.000,372400.000,425000.000,376950.000,357400.000,332450.000,394500.000,412500.000,352500.000,429000.000,427000.000,429000.000,429450.000,429900.000,419950.000,425000.000,425000.000,429450.000,425000.000,425000.000,434000.000,429900.000,435000.000,435000.000,429450.000,434750.000,429900.000,425000.000,424900.000,429000.000,425000.000,424900.000,419900.000,419900.000,425000.000,428900.000,428950.000,429900.000,435000.000,438950.000,439000.000,439900.000,429000.000,429000.000,449000.000,449000.000,450000.000,449000.000,450000.000,495000.000,485000.000,496250.000,518000.000,512500.000,531900.000,499000.000,511500.000,499900.000,539000.000,549900.000,569000.000,563500.000,549000.000,578000.000,579000.000,559000.000,598000.000,637000.000,649000.000,629998.000,599999.000,599999.000,568888.000,584000.000,599000.000,599000.000,599000.000,600000.000,599900.000,599900.000,604500.000,599900.000,628944.000,658888.000,649700.000,649000.000,650000.000,649000.000,649000.000,648844.000,650000.000,649000.000,648900.000,639000.000,640000.000,639999.000,639000.000,639000.000,638000.000,638000.000,629000.000,628888.000,628888.000,628000.000,619000.000,599894.000,599000.000,599000.000,616500.000,628000.000,645000.000,648888.000,639000.000,649498.000,648000.000,650000.000,650000.000,650000.000,659999.000,679000.000,679000.000,665000.000,669000.000,689000.000,699000.000,699000.000,706000.000,699000.000,699500.000,699000.000,699000.000,699000.000,699000.000,699999.000,699999.000,699999.000,699900.000,699999.000,699000.000,699950.000,699000.000,723000.000,749000.000,750000.000,733500.000,749444.000,758000.000,749944.000,735000.000,725000.000,725000.000,729944.000,729000.000
Stuyvesant Town/PCV,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070000.000,1300000.000,1350000.000,1453000.000,1428000.000,1489000.000,1598000.000,1549000.000,1500000.000,1580000.000,1675000.000,1499500.000,1160000.000,1439000.000,1180000.000,1150000.000,1299500.000,1289000.000,1260000.000,1200000.000,,,,,1250000.000,1245000.000,1274500.000,1325000.000,,,1245000.000,1299000.000,1240000.000,1232500.000,1299000.000,,,1225000.000,1175000.000,1185000.000,1175000.000,1195000.000,1149500.000,1240000.000,1180000.000,,,1389400.000,1059000.000,1380000.000,1454500.000,1459000.000,1422500.000,1387500.000,,,,,,,,,,,,,,,,1298000.000,,,,,,,,1424500.000,1350000.000,,,
Sunset Park,Brooklyn,neighborhood,,,,760000.000,760000.000,759500.000,759500.000,774500.000,789000.000,799000.000,799000.000,799000.000,789000.000,,,,782000.000,719000.000,807500.000,807500.000,819500.000,854000.000,849000.000,869500.000,890000.000,834500.000,724500.000,,750000.000,750000.000,700450.000,749000.000,750000.000,837500.000,,,,,,,,,,,,,934000.000,,,1350000.000,1200000.000,1099500.000,1100000.000,1100000.000,,1149500.000,1160000.000,1225000.000,1275000.000,1300000.000,1250000.000,1249500.000,1299000.000,1249000.000,1249000.000,1248000.000,1248000.000,1289500.000,1418000.000,1443500.000,1499500.000,1499000.000,1500000.000,1375000.000,1199000.000,1250000.000,1295000.000,1258000.000,1377000.000,1428888.000,1360000.000,1330000.000,1499000.000,1379500.000,1375000.000,1355000.000,1388000.000,1360000.000,1330000.000,1388000.000,1400000.000,1388000.000,1519000.000,1519000.000,1519000.000,1595000.000,1590000.000,1509500.000,1509000.000,1546500.000,1500000.000,1500000.000,1499500.000,1499500.000,1475000.000,1448000.000,1454000.000,1423900.000,1524500.000,1509000.000,1498000.000,1518000.000,1499000.000,1499500.000,1533500.000,1552000.000,1539000.000,1567500.000,1585000.000,1550000.000,1562500.000,1550000.000,1544500.000,1500000.000,1490000.000,1450000.000,1399500.000,1424000.000,1400000.000,1569000.000,1544500.000,1490000.000,1400000.000,1398000.000,1398000.000,1388000.000,1428000.000,1490000.000,1470000.000,1470000.000,1450000.000,1500000.000,1561500.000,1539444.000,1590000.000,1600000.000,1599500.000,1575000.000,1588800.000,1590000.000,1688000.000,1729000.000,1664000.000,1597500.000,1624000.000,1650000.000,1698000.000,1698000.000,1698000.000,1714500.000,1639000.000,1650000.000,1650000.000,1589000.000,1650000.000,1569500.000,1577500.000,1575000.000,1550000.000,1599999.000
The Rockaways,Queens,submarket,417900.000,415800.000,349900.000,349000.000,344500.000,344500.000,,,,,,,,,,,,374000.000,,,,,,,,,,,,,,,349000.000,349000.000,,,,,,,,,599999.000,735000.000,735000.000,735000.000,735000.000,,,,300000.000,339000.000,389000.000,389500.000,389000.000,364000.000,339000.000,429000.000,487000.000,474000.000,474500.000,474000.000,474000.000,461500.000,494500.000,545000.000,540000.000,544500.000,540000.000,519500.000,549500.000,550000.000,599000.000,549500.000,599999.000,749000.000,724000.000,699000.000,699000.000,694000.000,694000.000,625000.000,694000.000,599999.000,599999.000,599500.000,599000.000,689000.000,669500.000,620000.000,549000.000,537000.000,569000.000,499000.000,499000.000,489000.000,499000.000,552500.000,549000.000,584500.000,599999.000,637000.000,675000.000,662500.000,650000.000,645000.000,647500.000,690000.000,684999.000,684999.000,744000.000,739000.000,749000.000,779000.000,768000.000,749999.000,699000.000,699000.000,679000.000,679500.000,629000.000,629000.000,700000.000,782000.000,854000.000,874000.000,889000.000,912000.000,899000.000,823500.000,798000.000,714000.000,685000.000,694000.000,724000.000,739000.000,849999.000,912500.000,949900.000,897000.000,887000.000,895000.000,895000.000,902000.000,900000.000,925000.000,925000.000,950000.000,1049000.000,949000.000,875000.000,924000.000,999000.000,862000.000,799999.000,799000.000,799999.000,825000.000,824444.000,848888.000,799000.000,849000.000,820000.000,849000.000,833500.000,784000.000,849000.000,875000.000,848000.000,845000.000
Throgs Neck,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000.000,499999.000,,581500.000,581500.000,564999.000,550000.000,510000.000,520000.000,502500.000,502500.000,472000.000,480000.000,535000.000,540000.000,642500.000,657500.000,706500.000,665000.000,650000.000,605000.000,560000.000,579000.000,555000.000,549999.000,555000.000,555000.000,569500.000,555000.000,560000.000,550000.000,549000.000,549000.000,489000.000,607500.000,615000.000,657000.000,707000.000,715000.000,689000.000,679000.000,619900.000,599450.000,550000.000,580000.000,575000.000,577500.000,575000.000,617500.000,639000.000,675000.000,657000.000,599000.000,592000.000,599000.000,662000.000,649000.000,760000.000,675000.000,800000.000,675000.000,675000.000,650000.000,690000.000,800000.000,772450.000,789450.000,725000.000,727450.000,729000.000,739000.000,699900.000,712500.000,725000.000,725000.000,749500.000,730000.000,652000.000,649000.000,629999.000,630000.000,629999.000,643944.000,,,,,799999.000,725000.000,750000.000,678000.000,645000.000,699999.000
Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790000.000,799000.000,799500.000,800000.000,800000.000,789500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribeca,Manhattan,neighborhood,,,,,10747500.000,,,,,,,,,,,,,9900000.000,5985000.000,6442500.000,6900000.000,10200000.000,10200000.000,9900000.000,10200000.000,10200000.000,,,,9900000.000,9900000.000,8500000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23650000.000,,18750000.000,,,,,,,14350000.000,,,14350000.000,18500000.000,18500000.000,19000000.000,19000000.000,18500000.000,19000000.000,18500000.000,18500000.000,,,,,16250000.000,,,,,,,,,,15122500.000,15122500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15225000.000,,,,,,,,,,,22250000.000,22250000.000,,,,,,22000000.000,22000000.000,22000000.000,,,,,,,
University Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
